product_id,product_title,rating,total_reviews,price,top_reviews
itmc9604f122ae7f,"Apple iPhone 13 (Starlight, 128 GB)",4.6,"13,982","₹44,999","5 Brilliant I switch to ios from android after 10 years so this review might help for migrators It’s been a month using the iPhone13 and this was my experience 1. Design - its simple and no nonsense design . Expect white and pink rest of the colours are fingerprint magnets.  I have seen all the colours and I highly recommend the pink . It’s so light pink which makes it not girlish. See it for yourself it really looks so premium in light pink colour. For rest of it except white the aluminium frame wil... READ MORE Mahim Chauhan Certified Buyer , Vadodara Jun, 2022 23442 3433 Permalink Report Abuse || 5 Perfect product! Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥 READ MORE Arnab Das Certified Buyer , Panihati Oct, 2022 16740 2436 Permalink Report Abuse"
itmb07d67f995271,"Apple iPhone 16 (Black, 128 GB)",4.6,793,"₹71,399","5 Great product Loved it READ MORE Aryan Kumar Certified Buyer , Ranchi 5 months ago 69 8 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 6 months ago 528 109 Permalink Report Abuse"
